time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-06-07T09:39:15.790Z,45.941,-122.870166666667,20.67,1.24,ml,13,122,,0.16,uw,uw61526886,2019-06-07T16:27:02.640Z,"7km SSW of Kalama, Washington",earthquake,0.55,0.84,0.273536415673828,9,reviewed,uw,uw
2019-06-07T09:37:43.500Z,34.0431667,-117.5036667,4.4,0.98,ml,54,57,0.0422,0.16,ci,ci38628648,2019-06-10T18:46:44.165Z,"4km NNW of Glen Avon, CA",earthquake,0.16,0.31,0.123,21,reviewed,ci,ci
2019-06-07T09:35:59.640Z,34.0418333,-117.505,4.34,2.25,ml,111,19,0.04291,0.19,ci,ci38628640,2019-06-07T15:38:19.310Z,"4km NNW of Glen Avon, CA",earthquake,0.11,0.26,0.152,120,reviewed,ci,ci
2019-06-07T09:35:29.450Z,34.043,-117.5073333,3.48,1.13,ml,39,55,0.04243,0.18,ci,ci38628624,2019-06-07T13:38:02.080Z,"4km NNW of Glen Avon, CA",earthquake,0.22,0.34,0.179,31,reviewed,ci,ci
2019-06-07T09:34:29.470Z,48.766,-121.540833333333,-0.32,0.73,md,7,123,,0.12,uw,uw61526881,2019-06-07T16:35:45.780Z,"31km N of Rockport, Washington",earthquake,0.62,2.78,0.0852549872066777,2,reviewed,uw,uw
2019-06-07T09:33:49.290Z,32.8655,-116.2028333,11.45,0.69,ml,21,90,0.1154,0.14,ci,ci38628616,2019-06-10T18:37:52.663Z,"24km NW of Ocotillo, CA",earthquake,0.27,0.78,0.134,7,reviewed,ci,ci
2019-06-07T09:33:22.546Z,66.2824,-157.2635,0,1.1,ml,,,,0.98,ak,ak01979gguvi,2019-06-07T09:39:17.116Z,"71km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-07T09:24:06.660Z,33.2986667,-116.751,6.45,0.84,ml,33,67,0.06286,0.17,ci,ci38628600,2019-06-07T13:38:06.840Z,"6km N of Lake Henshaw, CA",earthquake,0.24,0.56,0.191,23,reviewed,ci,ci
2019-06-07T09:18:56.190Z,18.4748,-66.0535,95,1.67,md,4,276,0.4578,0.23,pr,pr2019158004,2019-06-07T12:47:17.661Z,"5km E of San Juan, Puerto Rico",earthquake,4.14,1.99,0,3,reviewed,pr,pr
2019-06-07T09:17:33.723Z,60.9038,-141.1209,9.5,0.8,ml,,,,0.26,ak,ak01979gdg8m,2019-06-07T09:21:42.624Z,"117km NE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-07T09:13:08.169Z,35.978,-97.53116667,4.45,1.21,ml,28,112,0.1916623893,0.24,ok,ok2019lbof,2019-06-10T21:41:30.858Z,"6km ENE of Crescent, Oklahoma",earthquake,,1,0.34,4,reviewed,ok,ok
2019-06-07T09:06:34.960Z,38.7986667,-122.8153333,2.77,0.25,md,3,192,0.01629,0.01,nc,nc73193976,2019-06-08T01:16:03.651Z,"6km WNW of The Geysers, CA",earthquake,0.88,1.16,,1,reviewed,nc,nc
2019-06-07T09:03:41.410Z,37.4491667,-118.8993333,2.71,0.7,md,6,231,0.1513,0.06,nc,nc73193971,2019-06-07T16:26:04.486Z,"22km SSE of Mammoth Lakes, CA",earthquake,1.76,8.25,0.115,6,reviewed,nc,nc
2019-06-07T08:55:33.220Z,34.0581667,-117.519,2.72,0.73,ml,11,126,0.02526,0.2,ci,ci37217420,2019-06-10T18:35:04.080Z,"6km NNW of Glen Avon, CA",earthquake,0.33,0.33,0.143,7,reviewed,ci,ci
2019-06-07T08:55:26.020Z,34.0405,-117.5055,3.03,0.79,ml,26,72,0.043,0.17,ci,ci38628584,2019-06-10T18:28:42.996Z,"4km NNW of Glen Avon, CA",earthquake,0.22,0.26,0.15,10,reviewed,ci,ci
2019-06-07T08:50:45.970Z,34.042,-117.5043333,4.41,0.76,ml,34,55,0.04242,0.13,ci,ci38628576,2019-06-07T16:04:45.108Z,"4km NNW of Glen Avon, CA",earthquake,0.17,0.3,0.138,9,reviewed,ci,ci
2019-06-07T08:44:25.839Z,36.69466667,-97.68866667,7.93,1.82,ml,88,56,0.09178198924,0.19,ok,ok2019lbnh,2019-06-10T21:41:28.434Z,"13km SSE of Medford, Oklahoma",earthquake,,0.6,0.17,14,reviewed,ok,ok
2019-06-07T08:37:28.258Z,59.5811,-153.4344,113,1.4,ml,,,,0.4,ak,ak01979fwajy,2019-06-07T08:41:54.734Z,"85km ESE of Old Iliamna, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-07T08:35:38.860Z,34.0373333,-117.508,2.92,1.3,ml,53,27,0.04448,0.15,ci,ci38628560,2019-06-10T18:25:33.430Z,"4km NW of Glen Avon, CA",earthquake,0.13,0.17,0.176,33,reviewed,ci,ci
2019-06-07T08:33:11.560Z,37.6745,-118.8556667,-0.08,0.65,md,8,198,0.03255,0.08,nc,nc73193966,2019-06-07T17:06:02.716Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.79,1.2,0.24,8,reviewed,nc,nc
2019-06-07T08:31:46.900Z,34.0406667,-117.5058333,3.45,1.28,ml,45,49,0.04504,0.19,ci,ci38628544,2019-06-07T13:39:11.020Z,"4km NNW of Glen Avon, CA",earthquake,0.23,0.35,0.154,30,reviewed,ci,ci
2019-06-07T08:29:52.920Z,34.0418333,-117.5105,3.4,0.9,ml,27,41,0.05641,0.18,ci,ci38628536,2019-06-07T13:38:17.041Z,"4km NW of Glen Avon, CA",earthquake,0.25,0.49,0.163,26,reviewed,ci,ci
2019-06-07T08:23:26.370Z,34.0396667,-117.5056667,4.9,0.81,ml,36,52,0.04296,0.16,ci,ci38628528,2019-06-10T18:18:21.333Z,"4km NNW of Glen Avon, CA",earthquake,0.2,0.33,0.153,10,reviewed,ci,ci
2019-06-07T08:18:13.855Z,36.4402,-116.3967,4.6,0,ml,7,138.6,0.093,0.1318,nn,nn00687080,2019-06-07T16:39:45.707Z,"45km NW of Pahrump, Nevada",earthquake,,5.9,0.34,2,reviewed,nn,nn
2019-06-07T08:17:50.200Z,66.1522,-141.8385,3.5,3.2,ml,,,,0.64,ak,ak01979fs1wt,2019-06-07T11:54:46.040Z,"107km ENE of Circle, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-07T08:08:04.060Z,34.0348333,-117.5106667,2.9,1.07,ml,36,35,0.0464,0.2,ci,ci38628520,2019-06-07T13:38:48.265Z,"4km NW of Glen Avon, CA",earthquake,0.26,0.38,0.169,28,reviewed,ci,ci
2019-06-07T08:03:39.570Z,34.038,-117.5018333,4.04,0.68,ml,28,97,0.04873,0.16,ci,ci38628512,2019-06-10T18:14:33.193Z,"3km NNW of Glen Avon, CA",earthquake,0.25,0.47,0.153,10,reviewed,ci,ci
2019-06-07T08:01:42.970Z,34.0365,-117.5076667,3.13,1.9,ml,89,24,0.04851,0.17,ci,ci38628504,2019-06-10T17:50:55.830Z,"4km NW of Glen Avon, CA",earthquake,0.11,0.19,0.155,90,reviewed,ci,ci
2019-06-07T08:01:16.472Z,60.9584,-151.6358,81.6,0.9,ml,,,,0.64,ak,ak01979fojun,2019-06-07T08:06:05.711Z,"35km NNW of Nikiski, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-07T07:52:04.720Z,34.0423333,-117.5056667,3.38,0.69,ml,23,89,0.0598,0.19,ci,ci38628496,2019-06-07T16:14:17.470Z,"4km NNW of Glen Avon, CA",earthquake,0.29,0.37,0.19,9,reviewed,ci,ci
2019-06-07T07:48:59.474Z,63.4247,-151.3324,4.6,2.2,ml,,,,0.84,ak,ak01979fda57,2019-06-07T08:00:43.953Z,"119km W of Cantwell, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-06-07T07:48:25.680Z,34.0376667,-117.4988333,2.33,0.74,ml,32,67,0.05004,0.17,ci,ci38628488,2019-06-10T17:23:32.138Z,"3km NNW of Glen Avon, CA",earthquake,0.19,0.32,0.183,10,reviewed,ci,ci
2019-06-07T07:41:14.534Z,61.6935,-151.4725,79.8,1.3,ml,,,,0.74,ak,ak01979fboq3,2019-06-07T07:45:39.981Z,"76km W of Willow, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-06-07T07:40:09.910Z,34.0421667,-117.5065,4.78,0.82,ml,30,65,0.04345,0.14,ci,ci38628480,2019-06-10T17:17:27.638Z,"4km NNW of Glen Avon, CA",earthquake,0.21,0.36,0.23,5,reviewed,ci,ci
2019-06-07T07:39:22.390Z,34.0428333,-117.4985,3.32,0.71,ml,32,91,0.04556,0.21,ci,ci38628472,2019-06-10T17:12:25.522Z,"4km NNW of Glen Avon, CA",earthquake,0.25,0.31,0.154,8,reviewed,ci,ci
2019-06-07T07:37:49.760Z,36.1566667,-117.8636667,3.49,1.13,ml,24,93,0.03965,0.15,ci,ci38628464,2019-06-10T17:07:21.961Z,"15km NNE of Coso Junction, CA",earthquake,0.27,0.34,0.174,12,reviewed,ci,ci
2019-06-07T07:33:22.700Z,46.8436666666667,-121.912166666667,5.67,0.97,ml,9,143,,0.13,uw,uw61526876,2019-06-09T19:00:26.320Z,"27km E of Eatonville, Washington",earthquake,0.45,0.58,0.253568454831616,5,reviewed,uw,uw
2019-06-07T07:32:24.250Z,60.8394,-150.5505,49.9,1.3,ml,,,,0.32,ak,ak01979f9s1l,2019-06-07T07:43:59.284Z,"35km NNE of Sterling, Alaska",earthquake,,1,,,automatic,ak,ak
2019-06-07T07:26:42.495Z,39.3635,-120.0139,3.3,0,ml,5,151.91,0.073,0.109,nn,nn00687067,2019-06-07T15:16:34.747Z,"12km NNW of Incline Village, Nevada",earthquake,,5.2,0.26,2,reviewed,nn,nn
2019-06-07T07:25:32.790Z,37.6711667,-118.849,-0.25,0.65,md,9,168,0.02799,0.03,nc,nc73193946,2019-06-07T15:28:02.918Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.28,0.6,0.259,8,reviewed,nc,nc
2019-06-07T07:25:26.210Z,38.8165016,-122.8156662,2.87,0.88,md,16,96,0.008153,0.02,nc,nc73193941,2019-06-07T07:42:03.237Z,"7km NW of The Geysers, CA",earthquake,0.31,0.79,,1,automatic,nc,nc
2019-06-07T07:21:04.510Z,34.0571667,-117.5015,4.42,1.19,ml,67,35,0.0321,0.17,ci,ci38628448,2019-06-10T17:02:01.135Z,"5km NNW of Glen Avon, CA",earthquake,0.13,0.27,0.139,33,reviewed,ci,ci
2019-06-07T07:19:28.200Z,34.0383333,-117.5033333,3.23,0.8,ml,13,105,0.04081,0.06,ci,ci38628440,2019-06-10T16:01:40.338Z,"3km NNW of Glen Avon, CA",earthquake,0.14,0.13,0.05,6,reviewed,ci,ci
2019-06-07T07:18:12.610Z,34.0365,-117.5078333,2.54,1.56,ml,54,27,0.04847,0.18,ci,ci38628432,2019-06-07T13:40:18.290Z,"4km NW of Glen Avon, CA",earthquake,0.17,0.3,0.162,25,reviewed,ci,ci
2019-06-07T07:16:10.103Z,62.48,-152.203,0,1.6,ml,,,,0.9,ak,ak01979f6bhf,2019-06-07T07:22:44.941Z,"109km W of Talkeetna, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-07T07:11:18.351Z,66.264,-157.2203,1.6,1.5,ml,,,,0.73,ak,ak01979f59jv,2019-06-07T07:16:12.563Z,"73km SSW of Kobuk, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-06-07T07:03:28.380Z,61.5755,-150.5186,62.2,1.2,ml,,,,0.38,ak,ak01979f3kli,2019-06-07T07:09:50.400Z,"30km WNW of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-07T07:01:03.870Z,19.0743,-66.3406,25,2.06,md,6,323,0.8369,0.15,pr,pr2019158003,2019-06-07T12:46:36.893Z,"67km N of Brenas, Puerto Rico",earthquake,1.53,13.01,0.35,2,reviewed,pr,pr
2019-06-07T07:00:32.918Z,58.7264,-152.4429,3.4,2.1,ml,,,,0.79,ak,ak01979f2xs2,2019-06-07T07:05:28.601Z,"104km N of Kodiak, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-07T07:00:30.302Z,39.2669,-119.7181,8.8,0.3,ml,11,122.72,0.079,0.1426,nn,nn00687063,2019-06-07T14:54:40.791Z,"7km SW of Virginia City, Nevada",earthquake,,3.7,0.04,2,reviewed,nn,nn
2019-06-07T06:47:55.538Z,39.3648,-120.0152,2.7,-0.3,ml,4,183.12,0.074,0.092,nn,nn00687090,2019-06-07T19:24:00.997Z,"13km NNW of Incline Village, Nevada",earthquake,,9.2,0.36,3,reviewed,nn,nn
2019-06-07T06:47:06.003Z,39.3772,-120.0049,0,0.2,ml,4,260.16,0.088,0.0376,nn,nn00687069,2019-06-07T15:22:48.202Z,"14km N of Incline Village, Nevada",earthquake,,30.5,0,1,reviewed,nn,nn
2019-06-07T06:45:07.900Z,33.5243333,-116.7293333,3.24,-0.41,ml,6,216,0.0415,0.13,ci,ci37217164,2019-06-07T17:32:19.826Z,"6km WSW of Anza, CA",earthquake,0.6,1.08,0.094,4,reviewed,ci,ci
2019-06-07T06:45:01.040Z,33.5326667,-116.7223333,4.28,0.04,ml,16,83,0.03496,0.08,ci,ci38628424,2019-06-07T17:27:32.125Z,"5km WSW of Anza, CA",earthquake,0.16,0.24,0.105,3,reviewed,ci,ci
2019-06-07T06:44:53.111Z,39.3625,-120.0192,5.3,0.8,ml,12,102.88,0.071,0.1752,nn,nn00687054,2019-06-07T15:00:56.724Z,"12km NNW of Incline Village, Nevada",earthquake,,2.7,0.34,5,reviewed,nn,nn
2019-06-07T06:17:21.855Z,61.6394,-149.7754,30.6,2.1,ml,,,,0.53,ak,ak01979el4ih,2019-06-07T06:46:04.095Z,"2km ENE of Houston, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-06-07T06:16:00.200Z,36.7818333,-121.4356667,10.02,2.09,md,39,92,0.02004,0.1,nc,nc73193931,2019-06-07T18:29:03.203Z,"7km WSW of Ridgemark, CA",earthquake,0.24,0.38,0.226,27,reviewed,nc,nc
2019-06-07T06:01:04.500Z,60.6763,-151.041,52.9,1.5,ml,,,,0.65,ak,ak01979ehnq3,2019-06-07T06:06:04.162Z,"13km E of Nikiski, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-06-07T06:00:55.220Z,34.0335,-117.5051667,3.34,1.16,ml,47,40,0.04175,0.18,ci,ci38628400,2019-06-10T14:09:09.344Z,"3km NW of Glen Avon, CA",earthquake,0.18,0.24,0.137,28,reviewed,ci,ci
2019-06-07T06:00:50.520Z,34.0346667,-117.5051667,3.52,0.85,ml,29,55,0.04184,0.13,ci,ci38628392,2019-06-07T16:50:56.461Z,"3km NW of Glen Avon, CA",earthquake,0.14,0.14,0.209,8,reviewed,ci,ci
2019-06-07T05:55:15.287Z,36.3159,-117.4941,1.9,0.4,ml,5,307.26,0.584,0.1072,nn,nn00687078,2019-06-07T16:30:28.247Z,"60km ESE of Lone Pine, California",earthquake,,24.3,0.15,3,reviewed,nn,nn
2019-06-07T05:54:47.600Z,36.70233333,-97.66516667,7.38,1.85,ml,96,51,0,0.16,ok,ok2019lbhr,2019-06-10T21:41:22.277Z,"13km SSE of Medford, Oklahoma",earthquake,,0.4,0.23,20,reviewed,ok,ok
2019-06-07T05:50:12.752Z,61.5024,-149.9358,36.5,1.2,ml,,,,0.72,ak,ak01979e6qtu,2019-06-07T05:54:10.631Z,"2km SSE of Big Lake, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-06-07T05:48:57.950Z,34.0396667,-117.508,2.82,0.87,ml,30,52,0.04486,0.21,ci,ci38628368,2019-06-07T20:45:48.821Z,"4km NW of Glen Avon, CA",earthquake,0.25,0.35,0.123,5,reviewed,ci,ci
2019-06-07T05:48:07.320Z,34.0403333,-117.5083333,3.75,1.46,ml,50,27,0.04469,0.16,ci,ci38628360,2019-06-07T13:41:26.030Z,"4km NW of Glen Avon, CA",earthquake,0.18,0.55,0.153,26,reviewed,ci,ci
2019-06-07T05:46:20.810Z,38.8455,-122.8421667,2.46,0.38,md,6,161,0.008651,0.01,nc,nc73193916,2019-06-08T00:48:02.489Z,"11km NW of The Geysers, CA",earthquake,0.6,0.74,,1,reviewed,nc,nc
2019-06-07T05:44:30.902Z,39.344,-119.9439,1.5,0,ml,3,228.94,0.088,0.0382,nn,nn00687088,2019-06-07T19:20:54.984Z,"10km NNE of Incline Village, Nevada",earthquake,,53.8,0.4,2,reviewed,nn,nn
2019-06-07T05:42:11.208Z,36.791,-116.1151,9.2,-0.1,ml,17,80.97,0.027,0.1426,nn,nn00687050,2019-06-07T18:00:55.000Z,"58km ESE of Beatty, Nevada",earthquake,,1.4,0.37,10,reviewed,nn,nn
2019-06-07T05:40:47.960Z,33.5316667,-116.7203333,4.46,-0.19,ml,9,199,0.03651,0.09,ci,ci38628352,2019-06-07T16:21:05.860Z,"5km WSW of Anza, CA",earthquake,0.28,0.59,0.116,4,reviewed,ci,ci
2019-06-07T05:39:24.280Z,34.0426667,-117.5031667,3.98,0.81,ml,24,71,0.04166,0.15,ci,ci38628344,2019-06-07T16:29:41.108Z,"4km NNW of Glen Avon, CA",earthquake,0.23,0.43,0.126,7,reviewed,ci,ci
2019-06-07T05:39:20.440Z,33.5316667,-116.724,3.86,-0.19,ml,11,168,0.03543,0.07,ci,ci37217140,2019-06-07T16:36:17.883Z,"5km WSW of Anza, CA",earthquake,0.24,0.38,0.115,6,reviewed,ci,ci
2019-06-07T05:36:35.440Z,52.0536667,-176.081,19.04,0.09,ml,4,214,0.04065,0.21,av,av70834189,2019-06-10T17:14:44.540Z,"44km ENE of Adak, Alaska",earthquake,2.91,1.48,0.227,3,reviewed,av,av
2019-06-07T05:34:22.610Z,34.0561667,-117.5033333,4.89,0.58,ml,15,79,0.03206,0.12,ci,ci38628336,2019-06-07T16:42:37.489Z,"5km NNW of Glen Avon, CA",earthquake,0.22,0.31,0.095,7,reviewed,ci,ci
2019-06-07T05:32:31.860Z,33.5331667,-116.7225,3.8,0.67,ml,33,42,0.03444,0.17,ci,ci38628328,2019-06-07T13:41:39.720Z,"5km WSW of Anza, CA",earthquake,0.2,0.39,0.185,21,reviewed,ci,ci
2019-06-07T05:30:17.250Z,33.5231667,-116.7295,3.53,1.95,ml,99,15,0.04262,0.19,ci,ci38628312,2019-06-07T20:37:09.520Z,"6km SW of Anza, CA",earthquake,0.1,0.29,0.172,72,reviewed,ci,ci
2019-06-07T05:27:12.938Z,42.2686,48.9683,63.44,4.6,mb,,40,3.828,1.13,us,us70003wlb,2019-06-07T10:25:05.148Z,"60km ENE of Derbent, Russia",earthquake,3.9,7.1,0.097,32,reviewed,us,us
2019-06-07T05:25:35.960Z,36.0208333,-120.5828333,5.32,0.47,md,13,118,0.03917,0.04,nc,nc73193921,2019-06-07T14:45:04.656Z,"19km NW of Parkfield, CA",earthquake,0.31,0.51,0.171,7,reviewed,nc,nc
2019-06-07T05:24:49.322Z,39.2607,-119.72,9,0.3,ml,6,121.69,0.186,0.0703,nn,nn00687052,2019-06-07T06:12:36.363Z,"8km SW of Virginia City, Nevada",earthquake,,6.1,0,1,reviewed,nn,nn
2019-06-07T05:24:16.470Z,33.477,-116.5836667,8.56,0.08,ml,16,211,0.02348,0.09,ci,ci37217148,2019-06-07T16:39:35.189Z,"12km SE of Anza, CA",earthquake,0.3,0.27,0.092,4,reviewed,ci,ci
2019-06-07T05:24:14.760Z,33.2321667,-116.7335,11.17,0.61,ml,31,33,0.02151,0.22,ci,ci38628304,2019-06-07T16:35:14.169Z,"3km ESE of Lake Henshaw, CA",earthquake,0.27,0.65,0.16,12,reviewed,ci,ci
2019-06-07T05:23:20.470Z,37.6733333,-118.8521667,0,0.31,md,8,193,0.02997,0.06,nc,nc73193901,2019-06-07T16:33:04.522Z,"12km ENE of Mammoth Lakes, CA",earthquake,0.62,1,0.056,7,reviewed,nc,nc
2019-06-07T05:22:40.040Z,35.749,-120.2771667,9.57,0.93,md,26,54,0.02879,0.06,nc,nc73193896,2019-06-08T01:43:02.806Z,"4km NNE of Cholame, CA",earthquake,0.26,0.35,0.238,13,reviewed,nc,nc
2019-06-07T05:22:05.240Z,34.0625,-117.5046667,3.56,1.16,ml,32,36,0.02628,0.16,ci,ci38628296,2019-06-07T13:42:24.291Z,"6km SW of Fontana, CA",earthquake,0.24,0.35,0.195,29,reviewed,ci,ci
2019-06-07T05:17:53.190Z,38.8018341,-122.8249969,2.98,0.56,md,8,117,0.007746,0.03,nc,nc73193891,2019-06-07T05:32:03.494Z,"6km WNW of The Geysers, CA",earthquake,0.91,1.33,,1,automatic,nc,nc
2019-06-07T05:03:07.343Z,37.2914,-115.086,0,0.9,ml,6,148.63,0.119,0.1184,nn,nn00687047,2019-06-07T17:51:36.945Z,"10km SE of Alamo, Nevada",earthquake,,0,0.32,4,reviewed,nn,nn
2019-06-07T05:01:00.652Z,39.3579,-120.0132,5.2,0.1,ml,8,126.24,0.068,0.1346,nn,nn00687066,2019-06-07T15:13:27.966Z,"12km NNW of Incline Village, Nevada",earthquake,,2.9,0.4,3,reviewed,nn,nn
2019-06-07T04:58:26.260Z,34.0433333,-117.5065,2.93,1.84,ml,71,27,0.04236,0.18,ci,ci38628224,2019-06-07T14:29:58.007Z,"4km NNW of Glen Avon, CA",earthquake,0.17,0.3,0.119,23,reviewed,ci,ci
2019-06-07T04:56:47.267Z,39.2497,-119.7281,13.6,-0.1,ml,4,174.81,0.175,0.033,nn,nn00687053,2019-06-07T06:15:41.832Z,"9km SW of Virginia City, Nevada",earthquake,,8.3,0,1,reviewed,nn,nn
2019-06-07T04:55:15.300Z,41.0231667,-111.6131667,7.89,1.07,ml,20,48,0.04588,0.13,uu,uu60327012,2019-06-07T13:33:29.510Z,"5km ESE of Morgan, Utah",earthquake,0.32,0.78,0.07,3,reviewed,uu,uu
2019-06-07T04:49:46.740Z,39.2579,-119.7235,10.9,3.7,ml,26,36.15,0.069,0.1536,nn,nn00687042,2019-06-11T23:16:44.713Z,"8km SW of Virginia City, Nevada",earthquake,,0.8,0.16,7,reviewed,nn,nn
2019-06-07T04:48:02.540Z,34.0436667,-117.5051667,3.53,0.9,ml,23,55,0.04245,0.19,ci,ci38628200,2019-06-07T13:42:57.005Z,"4km NNW of Glen Avon, CA",earthquake,0.29,0.44,0.158,26,reviewed,ci,ci
2019-06-07T04:47:27.200Z,34.0391667,-117.508,4.63,1.36,ml,57,40,0.04588,0.18,ci,ci38628192,2019-06-07T20:24:03.550Z,"4km NW of Glen Avon, CA",earthquake,0.16,0.33,0.134,39,reviewed,ci,ci
2019-06-07T04:47:03.880Z,44.5618333,-114.2686667,9.24,1.67,ml,13,68,0.243,0.19,mb,mb80347429,2019-06-07T13:52:13.980Z,"7km NNW of Challis, Idaho",earthquake,0.94,1.73,0.407,10,reviewed,mb,mb
2019-06-07T04:46:52.620Z,37.472,-118.8311667,0.12,0.94,md,16,249,0.1178,0.06,nc,nc73193881,2019-06-07T16:22:02.457Z,"17km SW of Toms Place, CA",earthquake,0.85,31.61,0.143,15,reviewed,nc,nc
2019-06-07T04:46:24.728Z,61.3717,-150.0091,47.7,1.6,ml,,,,0.67,ak,ak01979dkhav,2019-06-07T04:56:08.400Z,"16km S of Big Lake, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-06-07T04:42:22.769Z,36.762,-98.0705,6.92,2.5,ml,64,102,0.1016800469,0.25,ok,ok2019lbfh,2019-06-10T21:41:15.293Z,"25km E of Cherokee, Oklahoma",earthquake,,0.5,0.22,28,reviewed,ok,ok
2019-06-07T04:42:22.250Z,36.7635,-98.07433333,6.32,1.65,ml,39,112,0.1043795172,0.25,ok,ok2019lbfi,2019-06-10T21:42:00.354Z,"25km E of Cherokee, Oklahoma",earthquake,,0.7,0.15,14,reviewed,ok,ok
2019-06-07T04:42:20.055Z,39.2643,-119.718,9.9,1.9,ml,18,94.2,0.076,0.1191,nn,nn00687040,2019-06-07T17:42:50.320Z,"7km SW of Virginia City, Nevada",earthquake,,1.1,0.25,8,reviewed,nn,nn
2019-06-07T04:40:44.170Z,34.0475,-117.4988333,4.2,0.86,ml,21,93,0.04137,0.1,ci,ci38628176,2019-06-07T16:25:08.369Z,"4km NNW of Glen Avon, CA",earthquake,0.19,0.34,0.181,5,reviewed,ci,ci
2019-06-07T04:37:47.685Z,39.2636,-119.7149,10.9,1.4,ml,15,94.35,0.076,0.1271,nn,nn00687039,2019-06-07T17:29:55.919Z,"7km SW of Virginia City, Nevada",earthquake,,1.2,0.15,8,reviewed,nn,nn
2019-06-07T04:36:05.033Z,39.2635,-119.7238,10,2.4,ml,20,55.3,0.074,0.1347,nn,nn00687036,2019-06-08T15:00:14.401Z,"8km SW of Virginia City, Nevada",earthquake,,1.1,0.17,8,reviewed,nn,nn
2019-06-07T04:34:18.710Z,34.0408333,-117.5056667,4.45,2.14,ml,101,19,0.04493,0.19,ci,ci38628168,2019-06-07T19:06:04.440Z,"4km NNW of Glen Avon, CA",earthquake,0.11,0.28,0.127,100,reviewed,ci,ci
2019-06-07T04:33:31.980Z,34.0418333,-117.512,3.28,1.47,ml,46,28,0.05548,0.21,ci,ci38628160,2019-06-07T13:43:49.718Z,"4km NW of Glen Avon, CA",earthquake,0.23,0.43,0.153,28,reviewed,ci,ci
2019-06-07T04:33:24.420Z,34.0418333,-117.506,3.35,1.1,ml,30,50,0.0439,0.18,ci,ci38628152,2019-06-07T13:43:44.633Z,"4km NNW of Glen Avon, CA",earthquake,0.26,0.41,0.177,18,reviewed,ci,ci
2019-06-07T04:33:22.465Z,63.168,-150.872,121.7,1.4,ml,,,,0.49,ak,ak01979dhozn,2019-06-07T04:38:03.425Z,"99km WSW of Cantwell, Alaska",earthquake,,0.9,,,automatic,ak,ak
2019-06-07T04:32:49.109Z,35.84466667,-97.83233333,7.66,1.73,ml,24,184,0.1673671569,0.18,ok,ok2019lbez,2019-06-10T21:41:03.262Z,"9km ESE of Kingfisher, Oklahoma",earthquake,,1.4,0.22,6,reviewed,ok,ok
2019-06-07T04:30:38.566Z,39.3598,-120.0108,3.3,-0.1,ml,5,152.89,0.07,0.0937,nn,nn00687068,2019-06-07T15:19:41.544Z,"12km NNW of Incline Village, Nevada",earthquake,,4.9,0.2,2,reviewed,nn,nn
2019-06-07T04:30:20.830Z,44.796,-111.0015,8.45,0.38,md,9,160,0.03682,0.13,uu,uu60326992,2019-06-07T13:36:05.080Z,"16km NNE of West Yellowstone, Montana",earthquake,0.59,0.8,0.127,4,reviewed,uu,uu
2019-06-07T04:29:16.150Z,34.0423333,-117.5058333,4.4,2.65,ml,111,13,0.04348,0.19,ci,ci38628144,2019-06-07T15:05:53.180Z,"4km NNW of Glen Avon, CA",earthquake,0.1,0.28,0.149,151,reviewed,ci,ci
2019-06-07T04:29:06.940Z,38.7968333,-122.7565,-0.15,1.66,md,40,46,0.02057,0.07,nc,nc73193856,2019-06-07T23:53:03.147Z,"2km N of The Geysers, CA",earthquake,0.15,0.37,0.234,10,reviewed,nc,nc
2019-06-07T04:26:36.190Z,59.3641667,-153.4238333,-1.2,0.5,ml,6,102,0.0108,0.27,av,av62012411,2019-06-10T17:16:15.820Z,"94km ESE of Old Iliamna, Alaska",earthquake,0.27,1.26,0.55,6,reviewed,av,av
2019-06-07T04:24:37.000Z,34.0435,-117.5091667,3.59,1.14,ml,42,40,0.04147,0.2,ci,ci38628136,2019-06-07T13:44:50.830Z,"4km NNW of Glen Avon, CA",earthquake,0.25,0.36,0.198,28,reviewed,ci,ci
2019-06-07T04:16:47.870Z,34.048,-117.5046667,4.94,0.71,ml,21,115,0.03865,0.14,ci,ci38628128,2019-06-07T18:11:28.589Z,"4km NNW of Glen Avon, CA",earthquake,0.25,0.35,0.062,5,reviewed,ci,ci
